input,asset_id,card_name,alt_url,alt_public_url,year,set,card_number,subject,variety,grading_company,grade,pop_at_grade,company_total_pop,index_total_pop,index_transaction_count,num_sales,last_sale_price,last_sale_date,last_sale_source,avg_last_3_sales,highest_sale,lowest_sale,scraped_at,listing_source,listing_grade,listing_grading_company,listing_price,listing_url,clean_last_sale_price,clean_last_sale_date,clean_last_sale_source,outliers_excluded,price_chg_30d_pct,price_chg_90d_pct,price_chg_1y_pct,mkt_cap_chg_30d_pct,volume_30d,volume_90d,volume_1y,pop_30d_ago,pop_chg_30d,median_last_3,sales_first_date,sales_total,history_days
asset:ebfbba2b-4378-4b6e-a81f-73b433998473,ebfbba2b-4378-4b6e-a81f-73b433998473,2014 Pokemon Japanese XY Gaia Volcano 1st Edition Trevenant Ex #71,https://alt.xyz/research/ebfbba2b-4378-4b6e-a81f-73b433998473,https://alt.xyz/itm/bab44a8e-1ce6-438a-a552-092b9f375028/external,2014,Pokemon Japanese XY Gaia Volcano,71,Trevenant Ex,1st Edition,PSA,10.0,77,148,,,13,150.0,2026-08-30,PWCC Weekly Auctions,185.0,285.0,52.8,2026-09-10T23:27:30,,,,,,150,2026-08-30,PWCC Weekly Auctions,0,-23.68,8.65,90.76,,1,1,5,,,217.5,2023-03-10,13,1
asset:ebfbe1a2-7db0-434b-872c-bde123ad2eb5,ebfbe1a2-7db0-434b-872c-bde123ad2eb5,2012 Pokemon Black and White Dark Explorers Reverse Holo Bulbasaur #1,https://alt.xyz/research/ebfbe1a2-7db0-434b-872c-bde123ad2eb5,,2012,Pokemon Black and White Dark Explorers,1,Bulbasaur,Reverse Holo,PSA,10.0,1,26,26,,0,,,,,,,2026-09-13T11:53:43,,,,,,,,,0,,,,,0,0,0,,,,,0,1
asset:ebfcaaf7-b1eb-4315-931c-2e088c02e1d4,ebfcaaf7-b1eb-4315-931c-2e088c02e1d4,2024 High Class Pack: Terastal Fest Ex - Sv8a - Japanese Holo Iron Moth #024,https://alt.xyz/research/ebfcaaf7-b1eb-4315-931c-2e088c02e1d4,,2024,High Class Pack: Terastal Fest Ex - Sv8a - Japanese,024,Iron Moth,Holo,PSA,10.0,6,10,,,0,,,,,,,2026-09-11T00:13:28,,,,,,,,,0,,,,,0,0,0,,,,,0,1
asset:ebfdf2b3-20f5-4e40-aa9a-e72e72620c63,ebfdf2b3-20f5-4e40-aa9a-e72e72620c63,2014 Pokemon XY Black Star Promos Italian Charizard Ex/(Charizard Ex Box) P #XY17,https://alt.xyz/research/ebfdf2b3-20f5-4e40-aa9a-e72e72620c63,,2014,Pokemon XY Black Star Promos Italian,XY17,Charizard Ex/(Charizard Ex Box) P,,PSA,10.0,,,2,,0,,,,,,,2026-09-13T12:35:25,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:ec00d719-2828-4274-a046-45dfd56b5ce0,ec00d719-2828-4274-a046-45dfd56b5ce0,2018 Pokemon Sun and Moon Celestial Storm Steven's Resolve #165,https://alt.xyz/research/ec00d719-2828-4274-a046-45dfd56b5ce0,https://alt.xyz/itm/4ef9c978-a577-4354-8ef1-a1c4555d8c04/external,2018,Pokemon Sun and Moon Celestial Storm,165,Steven's Resolve,,PSA,10.0,187,380,,,61,180.0,2026-09-06,eBay,144.31,374.99,31.91,2026-09-10T22:47:59,,,,,,180,2026-09-06,eBay,0,0,12.25,6.74,,1,5,14,,,141.43,2021-03-07,61,1
asset:ec0623c7-106b-4878-90d2-6693b87849ef,ec0623c7-106b-4878-90d2-6693b87849ef,2025 Pokemon TCG Scarlet & Violet Collect 151 Simplified Chinese Gyarados Master Ball Reverse #130,https://alt.xyz/research/ec0623c7-106b-4878-90d2-6693b87849ef,,2025,Pokemon TCG Scarlet & Violet Collect 151 Simplified Chinese,130,Gyarados Master Ball Reverse,,PSA,10.0,,,1,,0,,,,,,,2026-09-13T16:30:07,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:ec0ab065-f504-4f2a-8fbe-2907b8512923,ec0ab065-f504-4f2a-8fbe-2907b8512923,2023 Pokemon Scarlet and Violet Strength Expansion Pack 151 Japanese Mewtwo #150,https://alt.xyz/research/ec0ab065-f504-4f2a-8fbe-2907b8512923,https://alt.xyz/itm/ddda8300-a1fe-49bf-8882-3b5682f28f31/external,2023,Pokemon Scarlet and Violet Strength Expansion Pack 151 Japanese,150,Mewtwo,,PSA,10.0,602,816,2390,,208,51.0,2026-09-09,eBay,71.33,249.0,8.5,2026-09-12T09:54:07,,,,,,51,2026-09-09,eBay,3,36.36,-16.67,87.5,,7,18,59,,,75,2023-11-27,174,1
asset:ec0ba1eb-2100-4aa4-8b0f-ec2c7955ed9b,ec0ba1eb-2100-4aa4-8b0f-ec2c7955ed9b,2016 Pokemon XY 20th Anniversary Collection Japanese Potion #73,https://alt.xyz/research/ec0ba1eb-2100-4aa4-8b0f-ec2c7955ed9b,https://alt.xyz/itm/3e1a14ba-297d-4df9-a12e-01e82b8ea5c8/external,2016,Pokemon XY 20th Anniversary Collection,73,Potion,Japanese,PSA,10.0,14,18,,,2,63.89,2026-06-28,eBay,74.44,85.0,63.89,2026-09-11T00:27:59,,,,,,63.89,2026-06-28,eBay,0,,,,,0,1,1,,,63.89,2021-11-24,2,1
asset:ec0e9cfd-eca2-4ac5-af2e-1c23400bc9a0,ec0e9cfd-eca2-4ac5-af2e-1c23400bc9a0,2024 High Class Pack: Terastal Fest Ex - Sv8a - Japanese Chi-Yu #025,https://alt.xyz/research/ec0e9cfd-eca2-4ac5-af2e-1c23400bc9a0,https://alt.xyz/itm/bcfdc4e2-4e7f-48c6-84db-e354b359e451/external,2024,High Class Pack: Terastal Fest Ex - Sv8a - Japanese,025,Chi-Yu,,PSA,10.0,11,15,,,3,30.0,2026-01-17,eBay,31.67,40.0,25.0,2026-09-11T00:06:20,,,,,,30,2026-01-17,eBay,0,,,,,0,0,3,,,,2025-10-19,3,1
asset:ec0ecc7d-b942-4553-a751-d7b988996702,ec0ecc7d-b942-4553-a751-d7b988996702,2004 Pokemon Organized Play Series 1 Foil German Rayquaza Holo R #3,https://alt.xyz/research/ec0ecc7d-b942-4553-a751-d7b988996702,,2004,Pokemon Organized Play Series 1 Foil German,3,Rayquaza Holo R,,PSA,10.0,,,1,,0,,,,,,,2026-09-13T13:12:50,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:ec0fb109-7974-4fc6-82bf-fd305439de9f,ec0fb109-7974-4fc6-82bf-fd305439de9f,1999 Pokemon Meiji 3 Japanese Eevee,https://alt.xyz/research/ec0fb109-7974-4fc6-82bf-fd305439de9f,,1999,Pokemon Meiji 3 Japanese,,Eevee,,PSA,10.0,,,10,,0,,,,,,,2026-09-13T12:05:38,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:ec0fd856-bb5e-4602-89de-b5bb985c11f1,ec0fd856-bb5e-4602-89de-b5bb985c11f1,2016 Pokemon Awakening Psychic King 1st Edition Japanese Delphox R #11,https://alt.xyz/research/ec0fd856-bb5e-4602-89de-b5bb985c11f1,,2016,Pokemon Awakening Psychic King 1st Edition Japanese,11,Delphox R,,PSA,10.0,9,10,,,2,31.2,2026-04-16,Alt,20.85,31.2,10.5,2026-09-11T01:18:35,,,,,,31.2,2026-04-16,Alt,0,,,,,0,0,1,,,31.2,2024-12-01,2,1
asset:ec10274f-0ae8-4082-895e-9af0c4019b19,ec10274f-0ae8-4082-895e-9af0c4019b19,2020 Pokemon Sword and Shield Wobbuffet V #191,https://alt.xyz/research/ec10274f-0ae8-4082-895e-9af0c4019b19,https://alt.xyz/itm/bd63c6b6-bff6-447f-a98c-39313f84aa04/external,2020,Pokemon Sword and Shield,191,Wobbuffet V,,PSA,10.0,250,365,,,122,94.99,2026-09-09,eBay,89.99,170.0,10.0,2026-09-10T22:41:35,,,,,,94.99,2026-09-09,eBay,1,15.37,34.13,50.08,,5,6,16,,,89.99,2021-02-24,121,1
asset:ec127422-0295-4edb-acd1-ad10cfbc308c,ec127422-0295-4edb-acd1-ad10cfbc308c,2021 Pokemon Sword and Shield Shining Fates Cinderace Vmax #19,https://alt.xyz/research/ec127422-0295-4edb-acd1-ad10cfbc308c,https://alt.xyz/itm/9c120f19-ec65-4485-a036-87e681caa474/external,2021,Pokemon Sword and Shield Shining Fates,19,Cinderace Vmax,,PSA,10.0,527,704,,,259,59.95,2026-08-26,eBay,48.31,76.0,1.3,2026-09-10T22:16:43,,,,,,59.95,2026-08-26,eBay,1,47.4,12.5,50.05,,5,14,35,,,45,2022-10-11,181,1
asset:ec16ef7a-a069-4c3f-8e82-68bad26c51ba,ec16ef7a-a069-4c3f-8e82-68bad26c51ba,2022 Pokemon Sword and Shield Black Star Promo Pokemon Go Premium Collection Radiant Eevee #SWSH230,https://alt.xyz/research/ec16ef7a-a069-4c3f-8e82-68bad26c51ba,https://alt.xyz/itm/9ae323b1-f7e1-44fa-b283-da095694ce46/external,2022,Pokemon Sword and Shield Black Star Promo,SWSH230,Radiant Eevee,Pokemon Go Premium Collection,PSA,10.0,2624,6563,8310,,761,190.0,2026-09-10,PWCC Fixed Price,199.98,329.99,1.83,2026-09-12T09:40:37,,,,,,190,2026-09-10,PWCC Fixed Price,0,-8.43,-26.1,,,14,38,195,,,190,2025-11-27,195,1
asset:ec17b751-58fa-424f-8629-83c9634597a7,ec17b751-58fa-424f-8629-83c9634597a7,2003 Pokemon Aquapolis Furret #48,https://alt.xyz/research/ec17b751-58fa-424f-8629-83c9634597a7,,2003,Pokemon Aquapolis,48,Furret,,PSA,10.0,19,49,,,7,325.0,2026-06-02,eBay,200.0,325.0,63.99,2026-09-10T23:39:38,,,,,,325,2026-06-02,eBay,0,,,,,0,0,2,,,325,2021-11-28,7,1
asset:ec19d1c9-7774-4b27-a316-d71cc1785d51,ec19d1c9-7774-4b27-a316-d71cc1785d51,2023 Dazzling To Win S. Chinese Holo Arceus Dialga Palkia Gx #36,https://alt.xyz/research/ec19d1c9-7774-4b27-a316-d71cc1785d51,,2023,Dazzling To Win,36,Arceus Dialga Palkia Gx,S. Chinese Holo,PSA,10.0,11,39,266,,1,62.0,2026-05-07,eBay,62.0,62.0,62.0,2026-09-13T17:58:51,,,,,,62,2026-05-07,eBay,0,,,,,0,0,1,,,62,2026-05-07,1,1
asset:ec1b94ef-22d7-4c35-a7ab-cbe0ea100f0a,ec1b94ef-22d7-4c35-a7ab-cbe0ea100f0a,2019 Pokemon Sun and Moon Detective Pikachu Special Jumbo Card Pack Charizard-Gx Version Detective Pikachu #338SMP,https://alt.xyz/research/ec1b94ef-22d7-4c35-a7ab-cbe0ea100f0a,https://alt.xyz/itm/00f270b3-9ce1-438d-acfe-ab2e451a27f2/external,2019,Pokemon Sun and Moon Detective Pikachu Special Jumbo Card Pack Charizard-Gx Version,338SMP,Detective Pikachu,,PSA,10.0,317,418,428,,26,450.0,2026-08-27,eBay,455.31,630.0,18.0,2026-09-13T17:24:33,,,,,,450,2026-08-27,eBay,1,17.19,-19.28,38.46,,2,6,9,,,450,2021-02-21,25,1
asset:ec1c341f-b26f-4ac2-8686-012433077b64,ec1c341f-b26f-4ac2-8686-012433077b64,1999 Pokemon Base Set Devolution Spray #72,https://alt.xyz/research/ec1c341f-b26f-4ac2-8686-012433077b64,https://alt.xyz/itm/92bda5f4-29f6-4c01-b405-00aab0b53c45/external,1999,Pokemon Base Set,72,Devolution Spray,,PSA,10.0,165,803,,,58,313.0,2026-07-12,eBay,375.0,675.0,19.45,2026-09-10T22:23:35,,,,,,313,2026-07-12,eBay,1,,-5.42,,,0,1,9,,,394.69,2021-04-05,57,1
asset:ec1e92f7-c7b7-45cc-b0e9-d16211acd606,ec1e92f7-c7b7-45cc-b0e9-d16211acd606,2024 Pokemon Card Game Scarlet & Violet Crimson Haze Enhanced Expansion Japanese Lucian #062,https://alt.xyz/research/ec1e92f7-c7b7-45cc-b0e9-d16211acd606,,2024,Pokemon Card Game Scarlet & Violet Crimson Haze Enhanced Expansion Japanese,062,Lucian,,PSA,10.0,2,2,,,1,28.22,2026-06-21,CardHobby,28.22,28.22,28.22,2026-09-11T01:06:30,,,,,,28.22,2026-06-21,CardHobby,0,,,,,0,1,1,,,28.22,2026-06-21,1,1
asset:ec229855-1203-4b60-b59b-802d8e6683f5,ec229855-1203-4b60-b59b-802d8e6683f5,2017 Pokemon To Have Seen the Battle Rainbow Unlimited Korean Charizard Gx #11,https://alt.xyz/research/ec229855-1203-4b60-b59b-802d8e6683f5,,2017,Pokemon To Have Seen the Battle Rainbow Unlimited Korean,11,Charizard Gx,,PSA,10.0,,,3,,0,,,,,,,2026-09-13T12:27:09,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:ec241d62-754d-4cf4-8322-c3b829e3509f,ec241d62-754d-4cf4-8322-c3b829e3509f,2018 Forbidden Light English Naganadel Gx #134,https://alt.xyz/research/ec241d62-754d-4cf4-8322-c3b829e3509f,https://alt.xyz/itm/c61464e8-f19a-48d0-a65f-62eb878edb77/external,2018,Forbidden Light,134,Naganadel Gx,English,PSA,10.0,112,185,,,38,160.0,2026-06-30,eBay,148.5,160.0,20.02,2026-09-10T23:12:56,,,,,,160,2026-06-30,eBay,0,,20.46,118.79,,0,1,10,,,156,2021-05-11,38,1
asset:ec2452a5-203a-44e4-9c8b-d5eca56c7b4d,ec2452a5-203a-44e4-9c8b-d5eca56c7b4d,2016 Pokemon XY Evolutions Holo Clefairy #63,https://alt.xyz/research/ec2452a5-203a-44e4-9c8b-d5eca56c7b4d,https://alt.xyz/itm/60f72fde-8aac-41f1-8045-f67e37c664da/external,2016,Pokemon XY Evolutions,63,Clefairy,Holo,PSA,10.0,16,3213,,,9,524.99,2025-05-09,eBay,752.33,1486.03,250.0,2026-09-10T22:01:15,,,,,,524.99,2025-05-09,eBay,0,,,,,0,0,0,,,,2021-07-07,9,1
asset:ec25da54-f5a9-4967-b848-51869bb245b2,ec25da54-f5a9-4967-b848-51869bb245b2,2026 TCG Mega Evolution Ascended Heroes German Team Rocket's Mewtwo Ex Sir #281,https://alt.xyz/research/ec25da54-f5a9-4967-b848-51869bb245b2,,2026,TCG Mega Evolution Ascended Heroes German,281,Team Rocket's Mewtwo Ex Sir,,PSA,10.0,,,36,,0,,,,,,,2026-09-13T11:49:21,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:ec27328e-63c8-4df5-bc01-15665fd5a3bd,ec27328e-63c8-4df5-bc01-15665fd5a3bd,2016 Pokemon XY Pocket Monsters XY and Z Tv Anime Character Song Project Collection Altaria #291XYP,https://alt.xyz/research/ec27328e-63c8-4df5-bc01-15665fd5a3bd,https://alt.xyz/itm/f45faaf6-83ab-403c-a787-97ff93fbcfef/external,2016,Pokemon XY Pocket Monsters XY and Z Tv Anime Character Song Project Collection,291XYP,Altaria,,PSA,10.0,63,226,,,20,3000.0,2026-08-18,eBay,2816.66,3000.0,416.0,2026-09-10T23:14:36,,,,,,3000,2026-08-18,eBay,0,5.66,19.15,273.33,,1,3,6,,,2799.99,2022-04-14,20,1
asset:ec27d107-a2a6-406d-850b-cc14c9704519,ec27d107-a2a6-406d-850b-cc14c9704519,2013 Pokemon Black and White Plasma Freeze Deoxys Ex #111,https://alt.xyz/research/ec27d107-a2a6-406d-850b-cc14c9704519,https://alt.xyz/itm/3e54558b-d64e-4178-acbb-b7caaed96f51/external,2013,Pokemon Black and White Plasma Freeze,111,Deoxys Ex,,PSA,10.0,34,1034,1190,,14,6700.0,2025-12-14,eBay,6125.85,8477.56,412.25,2026-09-12T10:05:56,,,,,,6700,2025-12-14,eBay,0,,,,,0,0,2,,,,2021-04-27,14,1
asset:ec289ed0-7cbe-4e52-b82d-9ef59a87e649,ec289ed0-7cbe-4e52-b82d-9ef59a87e649,2023 Pokemon Paradox Rift Wimpod #191,https://alt.xyz/research/ec289ed0-7cbe-4e52-b82d-9ef59a87e649,https://alt.xyz/itm/105f53f4-1bb1-4db1-8942-d1ac49bfa05a/external,2023,Pokemon Paradox Rift,191,Wimpod,,PSA,10.0,143,481,,,60,120.5,2026-08-19,eBay,130.17,250.0,21.96,2026-09-10T22:38:28,,,,,,120.5,2026-08-19,eBay,0,-33.06,41.76,167.78,,1,5,21,,,120.5,2024-01-17,59,1
asset:ec29a12d-05e3-4908-af73-df2426a5a7c4,ec29a12d-05e3-4908-af73-df2426a5a7c4,2021 Pokemon 25th Anniversary Edition Promo Pack Thai Holo Blastoise #3,https://alt.xyz/research/ec29a12d-05e3-4908-af73-df2426a5a7c4,https://alt.xyz/itm/3c2d0804-79fe-4a20-a410-07ed77600d2e/external,2021,Pokemon 25th Anniversary Edition Promo Pack Thai,3,Blastoise,Holo,PSA,10.0,392,454,682,,168,109.99,2026-08-30,eBay,117.5,169.99,13.5,2026-09-12T10:18:09,,,,,,109.99,2026-08-30,eBay,0,-9.8,16.16,76.92,,1,4,16,,,115,2022-04-04,165,1
asset:ec2ab0a1-664e-4806-8c83-080022efd5ed,ec2ab0a1-664e-4806-8c83-080022efd5ed,2021 Pokemon 25th Anniversary Collection Mandarin Kyogre #7,https://alt.xyz/research/ec2ab0a1-664e-4806-8c83-080022efd5ed,,2021,Pokemon 25th Anniversary Collection Mandarin,7,Kyogre,,PSA,10.0,,,1,,0,,,,,,,2026-09-13T15:58:37,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:ec2f8958-3134-4025-9bbe-ea1b5cc2a357,ec2f8958-3134-4025-9bbe-ea1b5cc2a357,2003 Pokemon Ex Dragon Holo Grumpig #6,https://alt.xyz/research/ec2f8958-3134-4025-9bbe-ea1b5cc2a357,https://alt.xyz/itm/a12fe49b-5509-40da-8685-f07a1c8fc961/external,2003,Pokemon Ex Dragon,6,Grumpig,Holo,PSA,10.0,36,217,,,20,460.0,2026-05-10,eBay,370.93,460.0,85.0,2026-09-10T22:58:28,,,,,,460,2026-05-10,eBay,0,,,120.9,,0,0,6,,,428,2021-04-25,20,1
asset:ec307eaa-42af-4fec-a458-04411d8ee04e,ec307eaa-42af-4fec-a458-04411d8ee04e,2023 Pokemon Scarlet and Violet Paldea Evolved Ultra Rare Falkner #251,https://alt.xyz/research/ec307eaa-42af-4fec-a458-04411d8ee04e,,2023,Pokemon Scarlet and Violet Paldea Evolved,251,Falkner,Ultra Rare,PSA,10.0,96,225,,,42,39.99,2026-06-03,eBay,34.31,55.0,12.5,2026-09-10T22:51:42,,,,,,39.99,2026-06-03,eBay,0,,,78.58,,0,0,6,,,36.43,2023-09-03,42,1
asset:ec33e4a2-a976-4ddb-83f5-b29ca29cc97c,ec33e4a2-a976-4ddb-83f5-b29ca29cc97c,2026 Pokemon TCG Mega Evolution Ascended Heroes Pikachu #055,https://alt.xyz/research/ec33e4a2-a976-4ddb-83f5-b29ca29cc97c,https://alt.xyz/itm/d6276dc1-4a7e-4807-bb82-930b37ed1069/external,2026,Pokemon TCG Mega Evolution Ascended Heroes,055,Pikachu,,PSA,10.0,51,164,374,,10,107.5,2026-09-09,eBay,121.33,300.0,107.5,2026-09-13T17:35:18,,,,,,107.5,2026-09-09,eBay,0,-43.65,-16.39,,,8,9,10,,,127.5,2026-06-09,10,1
asset:ec34bece-60ac-45b3-be02-d95ab202d0f3,ec34bece-60ac-45b3-be02-d95ab202d0f3,1999 Pokemon Tv Animation Series 1 Uk Pidgey #16,https://alt.xyz/research/ec34bece-60ac-45b3-be02-d95ab202d0f3,,1999,Pokemon Tv Animation Series 1 Uk,16,Pidgey,,PSA,10.0,1,2,,,0,,,,,,,2026-09-11T01:08:02,,,,,,,,,0,,,,,0,0,0,,,,,0,1
asset:ec34e239-7ed6-4646-9bae-7a03cd53714f,ec34e239-7ed6-4646-9bae-7a03cd53714f,2010 Pokemon Heartgold and Soulsilver Black Star Promos Spanish Raikou Fall 2010 Tin P #HGSS19,https://alt.xyz/research/ec34e239-7ed6-4646-9bae-7a03cd53714f,,2010,Pokemon Heartgold and Soulsilver Black Star Promos Spanish,HGSS19,Raikou Fall 2010 Tin P,,PSA,10.0,,,1,,0,,,,,,,2026-09-13T13:35:13,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:ec378709-9503-4720-b93d-c155219095a7,ec378709-9503-4720-b93d-c155219095a7,2018 Pokemon Sun and Moon Tag Bolt Japanese Aerodactyl #76,https://alt.xyz/research/ec378709-9503-4720-b93d-c155219095a7,,2018,Pokemon Sun and Moon Tag Bolt,76,Aerodactyl,Japanese,PSA,10.0,7,9,,,1,76.0,2026-05-14,eBay,76.0,76.0,76.0,2026-09-11T00:43:26,,,,,,76,2026-05-14,eBay,0,,,,,0,0,1,,,76,2026-05-14,1,1
asset:ec3876ae-be9e-4506-b94b-4a4162ab6b4a,ec3876ae-be9e-4506-b94b-4a4162ab6b4a,2012 Pokemon Black and White Next Destinies Reverse Holo Arcanine #13,https://alt.xyz/research/ec3876ae-be9e-4506-b94b-4a4162ab6b4a,,2012,Pokemon Black and White Next Destinies,13,Arcanine,Reverse Holo,PSA,10.0,1,30,30,,0,,,,,,,2026-09-13T11:51:49,,,,,,,,,0,,,,,0,0,0,,,,,0,1
asset:ec3b37dd-e9d1-456f-be05-0201ed400127,ec3b37dd-e9d1-456f-be05-0201ed400127,2001 Pokemon Neo Revelation French Holo Celebi #3,https://alt.xyz/research/ec3b37dd-e9d1-456f-be05-0201ed400127,,2001,Pokemon Neo Revelation,3,Celebi,French Holo,PSA,10.0,,,1,,0,,,,,,,2026-09-13T13:04:19,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:ec3e9d6c-bac3-4ac9-920b-2464dfee7b96,ec3e9d6c-bac3-4ac9-920b-2464dfee7b96,2015 Pokemon Card Game XY M Master Deck Speed Style Build Box Japanese Yveltal Ex #017,https://alt.xyz/research/ec3e9d6c-bac3-4ac9-920b-2464dfee7b96,https://alt.xyz/itm/b6048182-7487-4dae-92b7-e5e80fa563de/external,2015,Pokemon Card Game XY M Master Deck Speed Style Build Box Japanese,017,Yveltal Ex,,PSA,10.0,33,46,,,5,82.0,2026-09-02,eBay,86.33,100.0,43.0,2026-09-11T00:05:10,,,,,,82,2026-09-02,eBay,0,6.49,90.7,32.28,,1,3,4,,,82,2025-07-09,5,1
asset:ec400cff-bc3c-4c3d-afb5-bb309049867e,ec400cff-bc3c-4c3d-afb5-bb309049867e,2013 Pokemon Black & White Plasma Storm Weezing #58,https://alt.xyz/research/ec400cff-bc3c-4c3d-afb5-bb309049867e,,2013,Pokemon Black & White Plasma Storm,58,Weezing,,PSA,10.0,2,10,,,0,,,,,,,2026-09-11T00:24:50,,,,,,,,,0,,,,,0,0,0,,,,,0,1
asset:ec402735-6955-4480-8371-1a6ca846027b,ec402735-6955-4480-8371-1a6ca846027b,2024 Pokemon Card Game Scarlet & Violet Battle Master Deck Terastal Charizard Ex Japanese Charmander #001,https://alt.xyz/research/ec402735-6955-4480-8371-1a6ca846027b,,2024,Pokemon Card Game Scarlet & Violet Battle Master Deck Terastal Charizard Ex Japanese,001,Charmander,,PSA,10.0,,,12,,0,,,,,,,2026-09-13T12:04:21,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:ec418dc2-df3c-4bb8-afc3-c61bb9a15525,ec418dc2-df3c-4bb8-afc3-c61bb9a15525,1999 Pokemon Base Set German 1st Edition Jynx #31,https://alt.xyz/research/ec418dc2-df3c-4bb8-afc3-c61bb9a15525,https://alt.xyz/itm/848c7ea9-41df-4b3f-bf2f-f1df7de39d7d/external,1999,Pokemon Base Set German,31,Jynx,1st Edition,PSA,10.0,218,562,,,48,150.0,2026-09-01,eBay,131.34,204.55,20.5,2026-09-10T22:35:44,,,,,,150,2026-09-01,eBay,1,0,46.48,32.63,,1,4,11,,,130.19,2021-05-03,47,1
asset:ec461e35-9895-46d2-9fef-088de7f5cbe4,ec461e35-9895-46d2-9fef-088de7f5cbe4,2023 Pokemon Scarlet and Violet High Class Pack Shiny Treasure Ex Japanese Shiny Rare Snorlax #310,https://alt.xyz/research/ec461e35-9895-46d2-9fef-088de7f5cbe4,https://alt.xyz/itm/337baf02-a2b0-4ca7-a89e-eaac85e1412e/external,2023,Pokemon Scarlet and Violet High Class Pack Shiny Treasure Ex Japanese,310,Snorlax,Shiny Rare,PSA,10.0,1726,2049,7742,,284,91.0,2026-09-10,eBay,80.0,150.0,17.5,2026-09-12T09:41:16,,,,,,91,2026-09-10,eBay,0,-1.25,-28.8,79.59,,4,15,72,,,79,2024-05-29,190,1
asset:ec47048c-98bc-40c3-bbe0-3a75b29a2d83,ec47048c-98bc-40c3-bbe0-3a75b29a2d83,2023 Pokemon Babanuki Super High Tension Old Maid Japanese Koffing,https://alt.xyz/research/ec47048c-98bc-40c3-bbe0-3a75b29a2d83,https://alt.xyz/itm/ed054893-9ee6-4a29-a043-fcaa117430d9/external,2023,Pokemon Babanuki Super High Tension Old Maid Japanese,,Koffing,,PSA,10.0,230,263,,,73,59.99,2026-08-03,eBay,48.26,59.99,7.5,2026-09-10T22:24:28,,,,,,59.99,2026-08-03,eBay,0,,132.51,66.63,,0,4,34,,,49.99,2023-10-18,71,1
asset:ec4b2eb5-c86f-4238-ae11-2bb67fcf653b,ec4b2eb5-c86f-4238-ae11-2bb67fcf653b,2019 Pokemon Enhanced Expansion Pack Gg End Japanese Holo Garchomp/Giratina Gx #032,https://alt.xyz/research/ec4b2eb5-c86f-4238-ae11-2bb67fcf653b,https://alt.xyz/itm/67161b78-51d9-49f3-8274-2ab0dcdcea67/external,2019,Pokemon Enhanced Expansion Pack Gg End Japanese,032,Garchomp/Giratina Gx,Holo,PSA,10.0,1874,2428,4174,,211,60.0,2026-09-11,eBay,62.0,710.0,1.25,2026-09-12T09:47:27,,,,,,60,2026-09-11,eBay,1,-33.33,-19.95,3.45,,4,22,114,,,60,2023-08-20,194,1
asset:ec4b7677-57c3-44f2-ac9c-de506e26a041,ec4b7677-57c3-44f2-ac9c-de506e26a041,2019 Pokemon Sun and Moon Cosmic Eclipse Reverse Holo Entei #28,https://alt.xyz/research/ec4b7677-57c3-44f2-ac9c-de506e26a041,,2019,Pokemon Sun and Moon Cosmic Eclipse,28,Entei,Reverse Holo,PSA,10.0,4,18,19,,1,29.0,2022-08-11,eBay,29.0,29.0,29.0,2026-09-13T11:57:58,,,,,,29,2022-08-11,eBay,0,,,,,0,0,0,,,,2022-08-11,1,1
asset:ec4d1c78-a9ac-4d9e-a41f-3984061f0352,ec4d1c78-a9ac-4d9e-a41f-3984061f0352,2005 Pokemon Ex Unseen Forces Italian Flareon Holo R #5,https://alt.xyz/research/ec4d1c78-a9ac-4d9e-a41f-3984061f0352,,2005,Pokemon Ex Unseen Forces Italian,5,Flareon Holo R,,PSA,10.0,,,5,,0,,,,,,,2026-09-13T12:16:17,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:ec4fe853-bd4a-46fd-8608-d6ea36387c8d,ec4fe853-bd4a-46fd-8608-d6ea36387c8d,2020 Pokemon Sword and Shield Champion's Path Reverse Holo Hatterene #20,https://alt.xyz/research/ec4fe853-bd4a-46fd-8608-d6ea36387c8d,,2020,Pokemon Sword and Shield Champion's Path,20,Hatterene,Reverse Holo,PSA,10.0,14,24,,,8,55.23,2026-08-22,eBay,32.41,55.23,4.75,2026-09-11T00:18:36,,,,,,55.23,2026-08-22,eBay,1,,,,,1,1,1,,,55.23,2021-10-25,7,1
